srcip,sport,dstip,dsport,proto,dur,sbytes,dbytes,Spkts,Dpkts,attack_cat,label
10.40.0.12,3639,149.171.126.9,443,tcp,0.0971,1283,3352,27,12,Normal,0
10.40.0.220,18985,149.171.126.5,25,udp,0.4498,2023,4221,21,2,Normal,0
175.45.176.248,44336,149.171.126.1,80,tcp,0.3322,5526,312,174,3,DoS,1
10.40.0.85,2905,149.171.126.6,80,tcp,0.3257,3059,1318,5,23,Normal,0
10.40.0.86,33341,149.171.126.9,53,tcp,0.8802,1119,5263,20,5,Normal,0
10.40.0.195,19723,149.171.126.3,443,tcp,1.0767,3221,7912,4,12,Normal,0
175.45.177.70,6511,149.171.126.2,17898,tcp,0.0441,46,0,1,0,Reconnaissance,1
175.45.179.136,34396,149.171.126.4,443,udp,0.9031,2965,961,19,9,Fuzzers,1
175.45.176.36,18717,149.171.126.1,80,tcp,0.3794,3052,143,170,0,DoS,1
10.40.0.140,5833,149.171.126.4,21,tcp,0.683,2787,4946,16,8,Normal,0
175.45.179.42,29481,149.171.126.4,443,udp,1.3725,1608,342,20,4,Fuzzers,1
10.40.0.73,27134,149.171.126.3,80,tcp,0.5433,221,4830,5,17,Normal,0
175.45.178.239,46976,149.171.126.3,8080,tcp,1.215,4798,3592,30,40,Exploits,1
175.45.177.122,17517,149.171.126.2,25174,tcp,0.0328,43,0,1,0,Reconnaissance,1
10.40.0.108,20014,149.171.126.4,53,tcp,2.1091,2653,5208,22,8,Normal,0
175.45.179.24,62109,149.171.126.4,443,udp,1.1756,2853,892,15,3,Fuzzers,1
175.45.177.33,9582,149.171.126.2,46421,tcp,0.0438,44,0,1,0,Reconnaissance,1
10.40.0.179,7732,149.171.126.4,443,udp,0.718,3312,6922,27,19,Normal,0
175.45.176.65,1804,149.171.126.1,80,tcp,0.2211,22783,372,78,4,DoS,1
10.40.0.38,37048,149.171.126.4,80,tcp,0.7247,1108,5484,20,19,Normal,0
175.45.177.172,47601,149.171.126.2,61307,tcp,0.0013,43,0,1,0,Reconnaissance,1
10.40.0.85,34291,149.171.126.3,80,tcp,0.9585,2962,2274,16,28,Normal,0
10.40.0.64,5663,149.171.126.3,53,tcp,0.1486,721,5523,2,28,Normal,0
10.40.0.186,55394,149.171.126.1,25,tcp,0.633,1268,1976,8,2,Normal,0
10.40.0.138,14362,149.171.126.4,80,tcp,0.5724,541,6625,23,5,Normal,0
10.40.0.223,26565,149.171.126.1,25,tcp,0.2053,2234,5021,5,23,Normal,0
10.40.0.154,13958,149.171.126.3,443,tcp,1.2214,3533,7246,10,27,Normal,0
10.40.0.120,58096,149.171.126.3,80,tcp,0.0117,2832,2573,28,29,Normal,0
10.40.0.167,44293,149.171.126.7,53,tcp,0.2845,696,4697,7,12,Normal,0
175.45.176.248,31759,149.171.126.1,80,tcp,0.8218,24785,146,90,2,DoS,1
10.40.0.158,16964,149.171.126.3,80,udp,0.3232,207,7636,18,21,Normal,0
10.40.0.81,63718,149.171.126.1,80,udp,1.1749,1442,5176,2,11,Normal,0
10.40.0.191,47449,149.171.126.5,80,tcp,0.445,3437,2955,20,5,Normal,0
10.40.0.110,41246,149.171.126.8,21,udp,1.1874,3511,1564,6,9,Normal,0
175.45.177.210,3922,149.171.126.2,49234,tcp,0.0077,63,0,1,0,Reconnaissance,1
10.40.0.97,55853,149.171.126.4,25,udp,0.6276,2642,1189,7,17,Normal,0
10.40.0.114,31261,149.171.126.2,443,udp,1.1034,1743,3395,29,15,Normal,0
175.45.178.20,46982,149.171.126.3,8080,tcp,2.0697,4268,3411,34,44,Exploits,1
175.45.176.164,39242,149.171.126.1,80,tcp,0.4353,6481,265,90,2,DoS,1
10.40.0.12,53833,149.171.126.4,21,udp,0.8179,1090,7058,22,10,Normal,0
10.40.0.79,63707,149.171.126.6,53,tcp,0.511,1686,2309,24,23,Normal,0
175.45.178.221,10440,149.171.126.3,8080,tcp,4.8855,6771,3405,56,31,Exploits,1
10.40.0.13,26944,149.171.126.9,80,tcp,0.0573,1863,6797,2,7,Normal,0
175.45.176.8,56879,149.171.126.1,80,tcp,0.0807,8781,448,83,1,DoS,1
10.40.0.87,22450,149.171.126.9,21,tcp,0.2729,1143,7086,27,16,Normal,0
10.40.0.210,23597,149.171.126.1,80,udp,0.4041,1446,1789,27,17,Normal,0
10.40.0.227,37667,149.171.126.3,80,udp,0.2383,2600,2245,6,14,Normal,0
10.40.0.82,50785,149.171.126.3,25,udp,0.4558,2285,5507,17,15,Normal,0
10.40.0.163,45494,149.171.126.1,443,udp,0.999,251,1729,18,11,Normal,0
10.40.0.50,35438,149.171.126.6,443,udp,0.457,919,2265,2,8,Normal,0
10.40.0.6,13839,149.171.126.6,53,tcp,0.9871,2051,6829,20,3,Normal,0
10.40.0.185,29003,149.171.126.6,53,udp,0.2402,3358,1123,25,14,Normal,0
10.40.0.51,58793,149.171.126.8,80,tcp,0.5977,1477,1213,28,19,Normal,0
10.40.0.212,59612,149.171.126.7,25,udp,0.4344,3416,2704,15,3,Normal,0
175.45.177.222,15020,149.171.126.2,23674,tcp,0.0066,59,0,1,0,Reconnaissance,1
175.45.179.84,56281,149.171.126.4,443,udp,1.7222,1667,610,6,6,Fuzzers,1
10.40.0.7,22825,149.171.126.3,25,tcp,0.8658,1465,5273,10,9,Normal,0
175.45.177.6,33767,149.171.126.2,43255,tcp,0.048,40,0,1,0,Reconnaissance,1
10.40.0.53,11669,149.171.126.5,443,udp,0.148,532,7893,15,10,Normal,0
10.40.0.14,14232,149.171.126.6,53,tcp,0.3432,2525,6386,2,26,Normal,0
10.40.0.246,53009,149.171.126.6,21,udp,0.0534,3864,616,3,24,Normal,0
10.40.0.121,14913,149.171.126.7,21,udp,0.5788,2761,2370,17,25,Normal,0
10.40.0.232,49761,149.171.126.2,21,udp,0.4783,239,3465,29,3,Normal,0
10.40.0.20,1435,149.171.126.7,25,udp,0.2898,2902,7318,24,22,Normal,0
175.45.176.181,58042,149.171.126.1,80,tcp,0.6342,2671,60,94,2,DoS,1
10.40.0.53,20639,149.171.126.5,25,udp,0.862,3711,5803,3,4,Normal,0
10.40.0.172,30870,149.171.126.5,53,tcp,0.0319,259,7032,23,3,Normal,0
175.45.179.190,25962,149.171.126.4,443,udp,1.45,1001,557,7,4,Fuzzers,1
175.45.180.91,35474,149.171.126.5,445,tcp,1.819,2259,2442,27,29,Worms,1
10.40.0.13,25943,149.171.126.9,25,udp,1.1736,3663,5298,21,3,Normal,0
10.40.0.3,1798,149.171.126.9,25,udp,0.3571,2037,3697,22,21,Normal,0
175.45.178.190,51357,149.171.126.3,8080,tcp,2.1842,7822,2739,40,24,Exploits,1
10.40.0.141,59732,149.171.126.9,53,udp,1.6279,1088,7103,8,12,Normal,0
10.40.0.98,13225,149.171.126.2,53,udp,0.2334,1750,5282,21,19,Normal,0
175.45.176.145,39944,149.171.126.1,80,tcp,1.1677,17191,219,68,0,DoS,1
10.40.0.232,58817,149.171.126.3,80,tcp,0.0893,3696,3379,25,29,Normal,0
175.45.179.30,12224,149.171.126.4,443,udp,0.3221,2324,153,17,8,Fuzzers,1
10.40.0.244,43529,149.171.126.6,21,tcp,1.2109,264,4596,18,5,Normal,0
10.40.0.248,32295,149.171.126.3,80,udp,0.2389,3008,7772,17,21,Normal,0
175.45.177.122,41477,149.171.126.2,8622,tcp,0.008,79,0,1,0,Reconnaissance,1
10.40.0.113,14911,149.171.126.9,53,udp,0.3063,2773,4478,14,21,Normal,0
10.40.0.200,62111,149.171.126.3,53,udp,1.0769,1043,2194,15,26,Normal,0
10.40.0.34,25364,149.171.126.8,443,tcp,1.0062,847,4085,27,22,Normal,0
175.45.176.101,57344,149.171.126.1,80,tcp,0.9158,9067,265,141,2,DoS,1
175.45.178.51,39523,149.171.126.3,8080,tcp,4.2608,7748,2964,49,41,Exploits,1
10.40.0.149,17186,149.171.126.2,443,tcp,0.964,2851,5705,21,28,Normal,0
10.40.0.3,44462,149.171.126.5,25,udp,0.0393,3667,1665,22,18,Normal,0
10.40.0.87,51801,149.171.126.8,21,tcp,0.3604,2875,3306,22,21,Normal,0
10.40.0.201,52904,149.171.126.4,80,tcp,0.5592,2383,2505,10,29,Normal,0
10.40.0.152,2845,149.171.126.3,80,udp,3.7956,1238,993,28,23,Normal,0
10.40.0.229,1899,149.171.126.2,443,tcp,0.0196,1452,4742,4,7,Normal,0
175.45.176.188,33404,149.171.126.1,80,tcp,0.0656,9178,358,138,4,DoS,1
175.45.180.184,23671,149.171.126.5,135,tcp,2.9701,2466,1265,30,18,Worms,1
10.40.0.70,63203,149.171.126.5,25,tcp,0.1981,3561,2305,10,10,Normal,0
175.45.176.83,42299,149.171.126.1,80,tcp,0.777,16594,79,180,3,DoS,1
10.40.0.22,56738,149.171.126.5,53,tcp,2.1731,3708,5438,3,16,Normal,0
10.40.0.35,25813,149.171.126.1,80,tcp,0.9513,514,6510,26,21,Normal,0
10.40.0.98,59370,149.171.126.4,80,udp,3.926,872,714,7,23,Normal,0
175.45.178.130,26630,149.171.126.3,8080,tcp,4.7561,2478,1774,33,54,Exploits,1
175.45.179.217,24802,149.171.126.4,80,udp,1.5438,1122,107,13,3,Fuzzers,1
175.45.176.42,11384,149.171.126.1,80,tcp,0.1518,11881,147,97,1,DoS,1
10.40.0.250,41910,149.171.126.2,443,udp,0.1798,1541,4744,21,21,Normal,0
10.40.0.65,37475,149.171.126.1,80,tcp,0.4462,3710,1450,17,11,Normal,0
10.40.0.48,37174,149.171.126.6,21,tcp,0.3434,3785,4673,23,5,Normal,0
10.40.0.192,22410,149.171.126.4,25,tcp,1.1269,1143,3148,8,3,Normal,0
10.40.0.237,33652,149.171.126.9,53,udp,0.7746,3050,5473,28,3,Normal,0
175.45.180.13,20470,149.171.126.5,135,tcp,1.7084,2704,2103,14,31,Worms,1
10.40.0.107,4370,149.171.126.5,25,udp,0.1775,2262,6056,8,15,Normal,0
10.40.0.153,26258,149.171.126.6,80,tcp,0.6153,1267,2763,22,4,Normal,0
175.45.176.241,43634,149.171.126.1,80,tcp,0.0283,3526,378,46,1,DoS,1
175.45.179.188,63413,149.171.126.4,80,udp,0.1632,1599,145,6,7,Fuzzers,1
10.40.0.23,40756,149.171.126.5,21,udp,1.3362,706,1710,4,17,Normal,0
175.45.180.143,32751,149.171.126.5,445,tcp,1.3963,2130,1135,33,17,Worms,1
10.40.0.95,41989,149.171.126.7,21,tcp,0.3799,2600,7196,3,2,Normal,0
10.40.0.29,4847,149.171.126.7,25,tcp,1.2698,385,6491,2,10,Normal,0
10.40.0.41,23960,149.171.126.5,25,udp,1.7157,2887,2515,24,26,Normal,0
175.45.178.225,21512,149.171.126.3,443,tcp,3.4984,3641,3467,32,27,Exploits,1
175.45.176.41,25163,149.171.126.1,80,tcp,0.4258,24883,177,184,1,DoS,1
10.40.0.162,21328,149.171.126.2,25,tcp,0.2541,428,5656,27,16,Normal,0
10.40.0.102,35696,149.171.126.7,21,tcp,0.8984,514,3432,6,11,Normal,0
10.40.0.111,63375,149.171.126.1,25,tcp,0.0168,2014,6287,18,25,Normal,0
10.40.0.76,29711,149.171.126.2,80,udp,1.4195,2573,3446,8,16,Normal,0
10.40.0.200,25218,149.171.126.4,443,udp,1.1954,213,7360,17,6,Normal,0
175.45.176.66,36926,149.171.126.1,80,tcp,0.6399,22182,296,74,1,DoS,1
175.45.177.190,37700,149.171.126.2,39123,tcp,0.029,60,0,1,0,Reconnaissance,1
175.45.180.121,1533,149.171.126.5,135,tcp,2.3512,1243,844,34,30,Worms,1
10.40.0.243,38909,149.171.126.7,21,udp,0.0058,2684,5754,27,10,Normal,0
10.40.0.132,55935,149.171.126.2,53,udp,0.1025,1761,7052,3,18,Normal,0
10.40.0.200,20100,149.171.126.4,25,udp,0.1217,2651,1875,19,11,Normal,0
175.45.176.158,30852,149.171.126.1,80,tcp,0.8745,5941,114,122,3,DoS,1
175.45.176.178,6243,149.171.126.1,80,tcp,0.1607,23821,24,106,1,DoS,1
10.40.0.212,58819,149.171.126.6,25,tcp,0.1737,3230,1658,24,12,Normal,0
10.40.0.60,27903,149.171.126.8,80,tcp,1.6282,458,3516,18,20,Normal,0
10.40.0.241,37170,149.171.126.5,80,tcp,2.413,1459,4850,16,22,Normal,0
10.40.0.230,65146,149.171.126.7,25,tcp,0.6034,3291,6497,27,27,Normal,0
10.40.0.17,63224,149.171.126.2,80,tcp,0.203,137,5968,20,7,Normal,0
175.45.176.146,40810,149.171.126.1,80,tcp,0.8805,24635,115,160,0,DoS,1
10.40.0.185,51002,149.171.126.7,25,tcp,0.2582,1903,7486,19,23,Normal,0
175.45.178.176,6568,149.171.126.3,443,tcp,1.2708,8520,2254,46,44,Exploits,1
10.40.0.60,2935,149.171.126.2,443,tcp,0.0236,2506,6993,8,5,Normal,0
10.40.0.165,42041,149.171.126.8,53,udp,0.2182,1259,5288,19,8,Normal,0
175.45.180.205,10630,149.171.126.5,135,tcp,0.6275,4515,1351,17,24,Worms,1
175.45.176.34,16187,149.171.126.1,80,tcp,0.2443,14887,60,92,0,DoS,1
10.40.0.109,16439,149.171.126.2,443,udp,0.7474,563,2106,6,11,Normal,0
10.40.0.182,13997,149.171.126.2,53,tcp,1.94,2176,832,3,18,Normal,0
10.40.0.203,40562,149.171.126.5,25,udp,0.0181,628,5065,26,12,Normal,0
10.40.0.251,30429,149.171.126.2,21,udp,0.0547,3831,4190,6,21,Normal,0
175.45.179.4,17441,149.171.126.4,80,udp,0.5697,2126,122,20,6,Fuzzers,1
175.45.176.218,23167,149.171.126.1,80,tcp,0.387,4078,157,122,3,DoS,1
10.40.0.89,3483,149.171.126.7,53,udp,0.5984,2804,2999,8,13,Normal,0
175.45.178.27,55371,149.171.126.3,443,tcp,4.327,5252,3776,48,18,Exploits,1
175.45.178.111,37722,149.171.126.3,443,tcp,1.1123,6673,1010,30,26,Exploits,1
10.40.0.17,9262,149.171.126.7,53,udp,0.3937,2835,6908,19,27,Normal,0
10.40.0.247,28944,149.171.126.1,53,udp,0.1299,113,3229,20,19,Normal,0
10.40.0.143,3171,149.171.126.8,21,tcp,0.2166,2715,96,16,7,Normal,0
10.40.0.193,45357,149.171.126.7,443,tcp,2.7147,2077,6833,29,22,Normal,0
175.45.178.61,49664,149.171.126.3,8080,tcp,2.8076,2518,1117,47,32,Exploits,1
10.40.0.76,44309,149.171.126.1,443,tcp,0.0126,3254,4677,6,8,Normal,0
10.40.0.101,16048,149.171.126.3,443,tcp,0.172,3124,357,23,11,Normal,0
10.40.0.44,48949,149.171.126.5,53,udp,0.0013,3626,5960,10,27,Normal,0
10.40.0.158,55050,149.171.126.5,25,tcp,0.1514,2107,7357,12,10,Normal,0
10.40.0.144,7665,149.171.126.7,21,udp,1.1259,3570,3504,9,25,Normal,0
10.40.0.205,28586,149.171.126.1,443,udp,0.7924,3825,7559,22,10,Normal,0
10.40.0.159,38450,149.171.126.6,443,tcp,0.9813,1796,4561,5,5,Normal,0
175.45.177.126,58935,149.171.126.2,3817,tcp,0.0073,69,0,1,0,Reconnaissance,1
175.45.180.20,30964,149.171.126.5,1433,tcp,3.2701,2601,2060,18,28,Worms,1
175.45.176.252,1309,149.171.126.1,80,tcp,0.7096,5890,383,111,2,DoS,1
10.40.0.217,28156,149.171.126.9,53,tcp,0.7837,225,5139,16,14,Normal,0
175.45.177.46,22373,149.171.126.2,11171,tcp,0.0392,53,0,1,0,Reconnaissance,1
10.40.0.171,41373,149.171.126.7,80,udp,0.1979,530,6210,12,16,Normal,0
10.40.0.103,2028,149.171.126.2,53,udp,0.3618,639,4559,11,25,Normal,0
10.40.0.1,40045,149.171.126.6,21,udp,0.4372,1150,5841,9,3,Normal,0
10.40.0.153,6405,149.171.126.2,443,tcp,0.334,3540,3019,14,20,Normal,0
10.40.0.173,44861,149.171.126.5,80,udp,0.7206,1305,7632,2,24,Normal,0
10.40.0.173,57483,149.171.126.8,80,udp,0.3623,336,6927,7,12,Normal,0
10.40.0.172,40261,149.171.126.7,443,tcp,0.1339,1895,3641,21,17,Normal,0
10.40.0.193,29793,149.171.126.6,25,tcp,0.0648,2816,5998,3,3,Normal,0
10.40.0.150,21455,149.171.126.5,53,tcp,2.0285,3664,5260,2,29,Normal,0
175.45.179.212,12036,149.171.126.4,80,udp,1.3624,2277,802,16,8,Fuzzers,1
10.40.0.199,41538,149.171.126.9,443,udp,0.8719,2476,4817,26,6,Normal,0
10.40.0.245,45323,149.171.126.2,80,udp,2.8985,1484,607,3,12,Normal,0
175.45.180.251,33441,149.171.126.5,135,tcp,1.0228,2702,2309,29,32,Worms,1
10.40.0.35,13393,149.171.126.1,21,tcp,0.4734,1965,4458,16,3,Normal,0
175.45.178.129,13590,149.171.126.3,8080,tcp,3.0096,4849,1498,32,59,Exploits,1
10.40.0.44,53794,149.171.126.2,443,tcp,0.8888,1250,580,5,23,Normal,0
175.45.178.102,37161,149.171.126.3,443,tcp,1.4383,3744,2504,57,45,Exploits,1
10.40.0.6,4708,149.171.126.8,80,udp,0.2593,883,6685,19,23,Normal,0
175.45.178.20,9527,149.171.126.3,502,tcp,1.817,8295,1396,16,15,Exploits,1
10.40.0.229,22979,149.171.126.8,80,tcp,1.7999,2156,1171,23,22,Normal,0
175.45.179.128,61421,149.171.126.4,80,udp,1.4169,1540,243,6,4,Fuzzers,1
175.45.179.185,21914,149.171.126.4,443,udp,1.4131,778,858,23,8,Fuzzers,1
10.40.0.87,16912,149.171.126.1,25,tcp,1.4424,143,3401,25,6,Normal,0
10.40.0.246,47259,149.171.126.4,25,udp,0.178,732,493,14,11,Normal,0
10.40.0.170,6176,149.171.126.1,25,tcp,0.1733,2874,4168,3,10,Normal,0
175.45.176.54,44842,149.171.126.1,80,tcp,0.7483,11078,446,142,1,DoS,1
175.45.179.71,31318,149.171.126.4,443,udp,0.3647,585,201,17,2,Fuzzers,1
10.40.0.184,19723,149.171.126.7,25,udp,1.089,1876,7020,9,11,Normal,0
175.45.179.82,47843,149.171.126.4,443,udp,1.7162,2312,425,16,8,Fuzzers,1
175.45.176.229,40859,149.171.126.1,80,tcp,0.9953,7343,486,79,2,DoS,1
175.45.178.128,15129,149.171.126.3,443,tcp,4.619,3126,1077,31,22,Exploits,1
10.40.0.97,64983,149.171.126.5,443,udp,0.6165,2789,4180,21,29,Normal,0
175.45.176.24,45302,149.171.126.1,80,tcp,0.1294,16007,348,87,3,DoS,1
10.40.0.222,20954,149.171.126.5,80,tcp,1.0876,3108,4720,28,4,Normal,0
10.40.0.164,34620,149.171.126.3,443,udp,0.2411,3100,7040,10,11,Normal,0
175.45.178.212,23450,149.171.126.3,8080,tcp,1.9334,8986,2048,21,39,Exploits,1
175.45.176.134,55362,149.171.126.1,80,tcp,0.5153,4662,189,78,1,DoS,1
10.40.0.77,22364,149.171.126.1,25,udp,0.4915,1771,3240,18,25,Normal,0
175.45.176.123,12989,149.171.126.1,80,tcp,0.8212,24457,184,76,3,DoS,1
10.40.0.59,48907,149.171.126.2,21,tcp,0.188,2629,1858,8,3,Normal,0
10.40.0.165,1127,149.171.126.9,80,udp,0.0095,1949,7552,16,21,Normal,0
175.45.177.28,44268,149.171.126.2,52822,tcp,0.0338,72,0,1,0,Reconnaissance,1
10.40.0.236,46779,149.171.126.4,25,udp,1.5246,280,3956,10,29,Normal,0
10.40.0.17,15718,149.171.126.8,80,tcp,1.3145,1751,2839,28,6,Normal,0
10.40.0.41,10159,149.171.126.8,80,udp,1.1971,3836,6504,28,14,Normal,0
10.40.0.213,44140,149.171.126.5,21,udp,1.002,2981,2981,9,11,Normal,0
10.40.0.153,57711,149.171.126.3,53,tcp,1.9572,1295,5080,26,26,Normal,0
10.40.0.51,6638,149.171.126.4,53,udp,0.5464,997,4634,17,10,Normal,0
10.40.0.67,33838,149.171.126.6,80,udp,0.1306,1997,1078,22,17,Normal,0
175.45.177.107,30724,149.171.126.2,31487,tcp,0.0168,76,0,1,0,Reconnaissance,1
10.40.0.194,8925,149.171.126.9,80,tcp,1.7281,2662,7952,7,16,Normal,0
10.40.0.182,51713,149.171.126.2,80,udp,0.3603,1036,2979,6,27,Normal,0
175.45.176.13,33624,149.171.126.1,80,tcp,0.2882,3001,115,118,3,DoS,1
10.40.0.186,48342,149.171.126.1,25,tcp,0.9218,2061,7333,7,28,Normal,0
10.40.0.100,47174,149.171.126.9,25,udp,1.2955,1450,90,21,7,Normal,0
10.40.0.214,1975,149.171.126.5,21,tcp,0.3676,2546,840,18,7,Normal,0
10.40.0.66,39345,149.171.126.9,443,tcp,0.2612,140,3664,17,28,Normal,0
175.45.178.41,55991,149.171.126.3,502,tcp,2.9774,8772,4766,51,20,Exploits,1
10.40.0.214,51579,149.171.126.2,25,tcp,0.2625,3642,7198,7,27,Normal,0
10.40.0.65,64479,149.171.126.5,443,tcp,1.4369,2600,4562,7,2,Normal,0
10.40.0.115,49736,149.171.126.8,25,udp,1.5505,517,6575,4,20,Normal,0
10.40.0.213,29743,149.171.126.5,80,tcp,0.0645,3802,2881,6,3,Normal,0
10.40.0.4,30557,149.171.126.4,25,tcp,0.5405,1103,1031,17,6,Normal,0
10.40.0.189,17129,149.171.126.3,443,udp,0.0478,750,6942,29,19,Normal,0
10.40.0.181,25695,149.171.126.6,25,udp,0.9963,1356,567,17,13,Normal,0
10.40.0.101,13313,149.171.126.4,53,tcp,0.3641,800,7832,26,13,Normal,0
10.40.0.139,28291,149.171.126.5,80,tcp,2.7602,3139,818,20,5,Normal,0
175.45.179.77,5714,149.171.126.4,80,udp,1.1528,1415,652,22,7,Fuzzers,1
10.40.0.96,24399,149.171.126.5,80,tcp,1.8067,222,7474,24,12,Normal,0
10.40.0.55,7034,149.171.126.6,80,tcp,0.0582,2456,6716,12,5,Normal,0
10.40.0.7,48724,149.171.126.1,443,udp,0.2759,2134,2767,26,21,Normal,0
175.45.179.252,40060,149.171.126.4,443,udp,0.1092,1149,476,14,8,Fuzzers,1
10.40.0.194,20201,149.171.126.3,25,udp,0.2103,141,7287,29,7,Normal,0
10.40.0.97,9303,149.171.126.4,443,udp,0.3661,3852,5622,23,10,Normal,0
175.45.176.167,13640,149.171.126.1,80,tcp,0.1534,20381,396,126,3,DoS,1
175.45.177.75,12396,149.171.126.2,60846,tcp,0.0229,59,0,1,0,Reconnaissance,1
175.45.180.211,28763,149.171.126.5,1433,tcp,1.8546,4194,1933,22,37,Worms,1
10.40.0.17,26123,149.171.126.4,443,udp,1.0283,3132,2668,2,4,Normal,0
10.40.0.8,36876,149.171.126.5,25,udp,0.6555,1480,1858,10,4,Normal,0
10.40.0.80,33427,149.171.126.6,25,tcp,0.7666,2660,772,28,15,Normal,0
10.40.0.85,32239,149.171.126.8,53,tcp,2.026,2985,6703,2,23,Normal,0
10.40.0.50,26693,149.171.126.9,80,udp,1.7834,633,538,22,25,Normal,0
175.45.178.90,4002,149.171.126.3,443,tcp,1.888,5871,2421,53,22,Exploits,1
10.40.0.235,40471,149.171.126.8,53,tcp,0.19,497,4717,18,7,Normal,0
10.40.0.245,14848,149.171.126.5,25,udp,0.1335,1869,5053,3,17,Normal,0
10.40.0.54,34806,149.171.126.9,25,tcp,0.0286,3985,1302,3,13,Normal,0
10.40.0.160,48798,149.171.126.9,53,udp,0.0827,547,3480,17,26,Normal,0
175.45.178.75,54636,149.171.126.3,502,tcp,4.5979,6297,1590,26,57,Exploits,1
175.45.178.167,65068,149.171.126.3,502,tcp,4.8805,6906,4317,32,33,Exploits,1
175.45.176.49,43537,149.171.126.1,80,tcp,0.1776,19310,178,178,1,DoS,1
175.45.178.59,11172,149.171.126.3,443,tcp,4.937,2439,1264,26,28,Exploits,1
10.40.0.202,8971,149.171.126.1,443,tcp,1.112,3519,2255,22,22,Normal,0
10.40.0.104,57113,149.171.126.2,443,tcp,0.0998,3151,5140,28,13,Normal,0
10.40.0.224,3782,149.171.126.2,80,tcp,0.8914,1922,3658,24,15,Normal,0
175.45.178.13,2062,149.171.126.3,8080,tcp,3.2762,2455,4864,20,32,Exploits,1
10.40.0.252,38712,149.171.126.1,443,udp,0.7828,585,3571,2,13,Normal,0
10.40.0.82,20278,149.171.126.6,25,udp,0.6146,3070,4481,24,12,Normal,0
175.45.177.17,60882,149.171.126.2,14571,tcp,0.0002,50,0,1,0,Reconnaissance,1
175.45.177.17,51804,149.171.126.2,39712,tcp,0.0446,55,0,1,0,Reconnaissance,1
10.40.0.135,6568,149.171.126.2,25,udp,1.7282,2994,3533,24,5,Normal,0
10.40.0.127,59127,149.171.126.2,21,tcp,0.0556,110,647,10,6,Normal,0
10.40.0.149,45689,149.171.126.3,443,tcp,0.3921,1391,6168,3,5,Normal,0
10.40.0.133,25878,149.171.126.2,53,tcp,0.1112,3059,550,20,18,Normal,0
10.40.0.42,37428,149.171.126.6,80,udp,0.4301,628,7096,29,25,Normal,0
175.45.180.190,36321,149.171.126.5,445,tcp,3.5273,1669,1970,31,28,Worms,1
10.40.0.161,36101,149.171.126.6,53,udp,0.3462,1920,4833,17,10,Normal,0
10.40.0.222,19241,149.171.126.1,25,tcp,0.057,3429,754,3,19,Normal,0
10.40.0.39,45594,149.171.126.3,80,udp,1.6916,2621,4479,23,2,Normal,0
175.45.177.30,12882,149.171.126.2,33240,tcp,0.0365,58,0,1,0,Reconnaissance,1
10.40.0.194,58020,149.171.126.1,21,udp,0.0589,1694,4340,4,17,Normal,0
10.40.0.125,1246,149.171.126.1,443,udp,0.1522,951,3644,29,15,Normal,0
10.40.0.170,53287,149.171.126.2,21,udp,0.7062,2005,4343,19,26,Normal,0
175.45.177.11,44029,149.171.126.2,53004,tcp,0.0387,44,0,1,0,Reconnaissance,1
175.45.178.104,49764,149.171.126.3,443,tcp,3.4348,8178,4943,17,52,Exploits,1
10.40.0.186,55439,149.171.126.7,25,udp,0.0703,2417,7446,21,19,Normal,0
175.45.180.174,58632,149.171.126.5,1433,tcp,2.9369,5705,1090,30,16,Worms,1
10.40.0.28,2842,149.171.126.5,21,tcp,0.7275,784,5989,13,8,Normal,0
10.40.0.103,37614,149.171.126.1,53,tcp,0.1414,2329,1855,28,27,Normal,0
10.40.0.126,64803,149.171.126.8,80,tcp,0.4069,1823,7302,21,3,Normal,0
10.40.0.219,45698,149.171.126.8,21,tcp,0.4452,2138,2687,8,17,Normal,0
10.40.0.190,34057,149.171.126.3,443,udp,1.3032,1616,4965,17,25,Normal,0
175.45.180.163,4466,149.171.126.5,135,tcp,1.4621,2273,2011,10,18,Worms,1
10.40.0.84,11988,149.171.126.1,80,tcp,0.5691,1465,3376,16,15,Normal,0
10.40.0.84,23918,149.171.126.9,21,udp,1.666,2279,4094,2,11,Normal,0
10.40.0.132,41421,149.171.126.5,25,udp,0.4896,2077,1491,12,29,Normal,0
175.45.178.68,10895,149.171.126.3,443,tcp,1.1322,7721,1061,37,38,Exploits,1
10.40.0.28,53703,149.171.126.8,21,udp,0.1014,98,7273,24,9,Normal,0
175.45.176.71,47080,149.171.126.1,80,tcp,0.6846,24064,289,147,3,DoS,1
175.45.177.42,18949,149.171.126.2,7447,tcp,0.0328,43,0,1,0,Reconnaissance,1
10.40.0.7,37514,149.171.126.3,53,tcp,0.4798,603,6701,28,15,Normal,0
175.45.179.237,34924,149.171.126.4,80,udp,1.644,1252,709,22,7,Fuzzers,1
10.40.0.24,3315,149.171.126.1,443,udp,0.9948,932,2960,3,16,Normal,0
10.40.0.209,37167,149.171.126.6,443,udp,0.0089,2092,3523,10,5,Normal,0
10.40.0.70,1443,149.171.126.4,53,tcp,0.3546,905,1538,16,17,Normal,0
10.40.0.215,53457,149.171.126.9,21,udp,1.0621,1934,5050,6,2,Normal,0
175.45.179.224,64811,149.171.126.4,80,udp,0.7832,1015,669,23,3,Fuzzers,1
175.45.180.215,53644,149.171.126.5,135,tcp,1.76,4259,2082,12,25,Worms,1
