Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Packets/s,Source IP,Destination IP,Label
443,1153808,9,9,3462,2689,15.59,192.168.1.101,10.0.0.9,BENIGN
8080,118383,2,32,128,24924,284.8,192.168.1.108,10.0.0.4,BENIGN
22,2416634,14,27,4469,19417,16.96,192.168.1.181,10.0.0.6,BENIGN
80,365512,2144,0,159263,0,5864.13,185.220.32.105,10.0.0.1,DDoS
22,309672,22,2,3131,641,77.25,192.168.1.140,10.0.0.3,BENIGN
8080,2210979,27,7,12679,4935,15.37,192.168.1.73,10.0.0.9,BENIGN
443,189885,8,13,3877,18061,110.01,192.168.1.157,10.0.0.7,BENIGN
10170,2070,1,0,55,0,921.42,194.26.29.247,10.0.0.2,PortScan
554,1143366,29,15,10716,10365,38.45,192.168.1.91,10.0.0.7,BENIGN
80,338471,402,0,18724,0,1187.34,185.220.176.111,10.0.0.1,DDoS
21,849119,15,12,2272,1832,35.29,103.203.57.248,10.0.0.4,SSH-Patator
554,1011255,7,9,3045,10449,15.81,192.168.1.117,10.0.0.1,BENIGN
39121,2310,2,0,59,0,829.73,194.26.29.193,10.0.0.2,PortScan
80,24184218,12,2,906,172,0.5,45.154.255.174,10.0.0.1,DoS Hulk
80,2469540,18,34,2620,47355,21.05,192.168.1.111,10.0.0.6,BENIGN
554,4230245,15,23,2631,4576,8.98,192.168.1.209,10.0.0.7,BENIGN
80,939085,4,21,476,14004,26.59,192.168.1.189,10.0.0.3,BENIGN
8080,6265477,7,34,1907,6405,6.54,192.168.1.231,10.0.0.3,BENIGN
59999,2802,1,0,45,0,689.02,194.26.29.185,10.0.0.2,PortScan
443,97941,7,20,1507,23192,272.89,192.168.1.43,10.0.0.4,BENIGN
22,1268443,8,34,2268,18662,33.09,192.168.1.66,10.0.0.5,BENIGN
80,3431243,31,39,5661,28052,20.39,192.168.1.12,10.0.0.1,BENIGN
53,1139423,14,4,5931,3325,15.78,192.168.1.71,10.0.0.8,BENIGN
80,15918404,16,1,891,59,1.01,45.154.255.70,10.0.0.1,DoS Hulk
22,1951313,12,7,1989,6497,9.73,192.168.1.173,10.0.0.9,BENIGN
53,250348,17,6,6416,3354,91.51,192.168.1.101,10.0.0.7,BENIGN
443,454236,11,7,4092,1317,39.54,192.168.1.45,10.0.0.5,BENIGN
80,2349966,33,32,2146,39452,27.65,192.168.1.156,10.0.0.5,BENIGN
53,334094,6,22,1048,12551,83.56,192.168.1.131,10.0.0.2,BENIGN
80,189756,7,34,1236,20255,214.93,192.168.1.175,10.0.0.9,BENIGN
22,2000401,4,25,667,24520,14.49,192.168.1.228,10.0.0.9,BENIGN
22,311730,14,39,6131,5485,169.47,192.168.1.80,10.0.0.4,BENIGN
80,903771,7,11,2731,5180,19.89,192.168.1.191,10.0.0.2,BENIGN
22,1724174,21,7,9814,3514,16.23,192.168.1.121,10.0.0.2,BENIGN
53,3589,24,34,3811,23681,12638.76,192.168.1.22,10.0.0.7,BENIGN
8080,3005529,19,25,7333,5930,14.63,192.168.1.180,10.0.0.7,BENIGN
22,2804121,37,33,6271,5089,26.38,103.203.57.156,10.0.0.4,SSH-Patator
8080,3892172,25,22,10163,30567,12.07,192.168.1.123,10.0.0.3,BENIGN
80,1227575,12,14,1409,6427,21.16,192.168.1.237,10.0.0.1,BENIGN
55704,863,1,0,45,0,2076.37,194.26.29.161,10.0.0.2,PortScan
554,472940,14,30,5523,37410,92.84,192.168.1.144,10.0.0.8,BENIGN
20730,2190,2,0,55,0,873.04,194.26.29.248,10.0.0.2,PortScan
53,926394,23,35,3876,24570,62.54,192.168.1.128,10.0.0.1,BENIGN
80,1527123,26,18,10769,9196,28.79,192.168.1.108,10.0.0.6,BENIGN
22,6041684,6,8,2862,4404,2.32,192.168.1.200,10.0.0.2,BENIGN
443,174779,4,4,1209,5399,45.51,192.168.1.120,10.0.0.6,BENIGN
8080,34536,2149,0,87777,0,62043.73,185.220.227.47,10.0.0.1,DDoS
554,112527,11,26,1303,20644,325.91,192.168.1.29,10.0.0.1,BENIGN
38270,1038,2,0,50,0,1756.67,194.26.29.140,10.0.0.2,PortScan
554,3513123,4,23,1173,10859,7.68,192.168.1.225,10.0.0.1,BENIGN
554,336504,4,34,1358,21560,112.59,192.168.1.108,10.0.0.4,BENIGN
8080,1372083,22,15,1809,7253,26.95,192.168.1.136,10.0.0.3,BENIGN
8080,379088,5,20,2434,20388,65.77,192.168.1.99,10.0.0.3,BENIGN
22,1187480,33,39,9051,30975,60.58,192.168.1.145,10.0.0.7,BENIGN
443,464411,2136,0,136289,0,4598.38,185.220.106.162,10.0.0.1,DDoS
80,687616,27,28,8813,13712,79.87,192.168.1.183,10.0.0.6,BENIGN
80,24414525,78,4,5114,54,3.19,45.154.255.131,10.0.0.1,DoS Hulk
80,201343,28,6,10206,846,168.03,192.168.1.150,10.0.0.1,BENIGN
80,3823037,20,32,5214,4749,13.6,192.168.1.40,10.0.0.2,BENIGN
80,47550,6,36,2107,13077,865.09,192.168.1.230,10.0.0.2,BENIGN
554,1502040,26,33,8542,14988,39.25,192.168.1.82,10.0.0.7,BENIGN
80,2650281,32,17,15032,5862,18.48,192.168.1.224,10.0.0.1,BENIGN
53,500354,22,16,6855,16891,75.79,192.168.1.43,10.0.0.5,BENIGN
80,775123,21,20,9870,6611,52.83,192.168.1.39,10.0.0.3,BENIGN
554,814775,30,21,6143,12128,62.52,192.168.1.165,10.0.0.1,BENIGN
8080,2127941,19,34,7705,29586,24.89,192.168.1.163,10.0.0.3,BENIGN
22,1468728,29,13,14560,3238,28.58,192.168.1.119,10.0.0.5,BENIGN
53,1566688,22,18,4650,7161,25.52,192.168.1.149,10.0.0.4,BENIGN
80,19565152,74,3,4314,45,3.78,45.154.255.41,10.0.0.1,DoS Hulk
46279,711,1,0,41,0,2465.14,194.26.29.114,10.0.0.2,PortScan
80,16685023,44,3,2202,119,2.64,45.154.255.85,10.0.0.1,DoS Hulk
53,722322,16,32,3996,4269,66.36,192.168.1.152,10.0.0.6,BENIGN
22,2038486,35,31,6965,2887,34.32,103.203.57.240,10.0.0.4,SSH-Patator
22,4908152,24,6,9024,2688,6.11,192.168.1.145,10.0.0.8,BENIGN
22,1635479,25,24,4864,3486,30.55,103.203.57.52,10.0.0.4,SSH-Patator
53,1527537,32,3,5781,2511,22.9,192.168.1.57,10.0.0.6,BENIGN
8080,259381,1539,0,83134,0,5931.06,185.220.34.248,10.0.0.1,DDoS
443,58414,18,34,3026,6374,875.21,192.168.1.61,10.0.0.5,BENIGN
22,1052336,14,6,2291,5346,18.99,192.168.1.61,10.0.0.8,BENIGN
80,2410398,32,32,14316,42948,26.54,192.168.1.181,10.0.0.5,BENIGN
443,172088,1355,0,90123,0,7869.26,185.220.53.48,10.0.0.1,DDoS
8080,221227,7,7,1773,9724,63.0,192.168.1.136,10.0.0.9,BENIGN
443,942094,16,33,5430,16638,51.96,192.168.1.36,10.0.0.5,BENIGN
443,375472,6,5,2942,5557,29.22,192.168.1.51,10.0.0.5,BENIGN
57189,4237,2,0,51,0,461.12,194.26.29.98,10.0.0.2,PortScan
80,398544,2322,0,145264,0,5824.74,185.220.109.115,10.0.0.1,DDoS
443,1798695,5,4,2082,2349,5.0,192.168.1.75,10.0.0.1,BENIGN
554,951402,28,26,4649,27861,56.7,192.168.1.168,10.0.0.6,BENIGN
8080,753545,7,4,1246,3267,14.58,192.168.1.31,10.0.0.9,BENIGN
80,1158127,23,37,10008,46676,51.76,192.168.1.217,10.0.0.5,BENIGN
80,14541626,58,1,5791,86,3.99,45.154.255.221,10.0.0.1,DoS Hulk
22,1807917,23,24,5447,9801,25.98,192.168.1.134,10.0.0.9,BENIGN
80,27752171,57,4,2430,163,2.05,45.154.255.142,10.0.0.1,DoS Hulk
53,404582,19,21,2824,17015,98.62,192.168.1.147,10.0.0.9,BENIGN
63573,2000,1,0,58,0,952.01,194.26.29.148,10.0.0.2,PortScan
22,483405,28,19,8008,24268,97.03,192.168.1.104,10.0.0.9,BENIGN
80,92648,5,13,381,9880,192.21,192.168.1.12,10.0.0.2,BENIGN
8080,18882,243,0,14523,0,12801.04,185.220.250.172,10.0.0.1,DDoS
8080,350295,33,25,11130,20859,165.1,192.168.1.37,10.0.0.9,BENIGN
22,311258,13,21,6278,28239,108.88,192.168.1.159,10.0.0.5,BENIGN
53,709982,19,35,5907,36076,75.95,192.168.1.96,10.0.0.7,BENIGN
80,429977,3,13,725,5352,37.12,192.168.1.91,10.0.0.1,BENIGN
22,1579850,26,14,10884,9482,25.3,192.168.1.163,10.0.0.2,BENIGN
80,233945,687,0,53576,0,2935.32,185.220.71.69,10.0.0.1,DDoS
53,1449320,8,7,1407,7496,10.34,192.168.1.37,10.0.0.2,BENIGN
53,2111122,7,15,2160,4286,10.42,192.168.1.157,10.0.0.1,BENIGN
8080,128063,8,25,3175,28736,255.69,192.168.1.234,10.0.0.7,BENIGN
53,1304190,2,22,390,21277,18.39,192.168.1.180,10.0.0.6,BENIGN
554,1173747,12,27,4770,8069,33.2,192.168.1.119,10.0.0.1,BENIGN
53,1976648,23,37,5887,35112,30.34,192.168.1.81,10.0.0.2,BENIGN
80,2094828,16,25,1912,25052,19.56,192.168.1.41,10.0.0.1,BENIGN
8080,444053,566,0,26033,0,1274.33,185.220.233.197,10.0.0.1,DDoS
80,61466,193,0,8376,0,3134.8,185.220.133.147,10.0.0.1,DDoS
53,2577002,8,27,2930,33690,13.58,192.168.1.38,10.0.0.1,BENIGN
22,4518731,16,18,2454,4170,7.52,192.168.1.164,10.0.0.4,BENIGN
53,1329319,4,35,908,42262,29.32,192.168.1.47,10.0.0.8,BENIGN
80,15261236,61,1,3275,49,4.0,45.154.255.2,10.0.0.1,DoS Hulk
80,3114362,2,28,459,18050,9.63,192.168.1.24,10.0.0.4,BENIGN
80,336699,1335,0,63792,0,3963.78,185.220.123.142,10.0.0.1,DDoS
8080,607620,7,23,2536,15665,49.29,192.168.1.95,10.0.0.8,BENIGN
8080,523229,3,28,1227,23650,59.13,192.168.1.136,10.0.0.8,BENIGN
22,552666,7,25,2968,12557,57.8,192.168.1.204,10.0.0.1,BENIGN
53,6178333,4,8,558,3972,1.94,192.168.1.10,10.0.0.2,BENIGN
554,4192189,5,8,2094,2209,3.1,192.168.1.23,10.0.0.9,BENIGN
443,2734049,13,23,5133,8121,13.16,192.168.1.95,10.0.0.6,BENIGN
80,8343977,29,1,2560,142,3.48,45.154.255.146,10.0.0.1,DoS Hulk
53,651680,28,35,9699,29825,96.53,192.168.1.38,10.0.0.3,BENIGN
554,2404204,9,19,2532,18366,11.64,192.168.1.166,10.0.0.2,BENIGN
443,1080664,22,16,4685,12738,35.13,192.168.1.26,10.0.0.9,BENIGN
8080,86492,728,0,54325,0,8407.17,185.220.126.107,10.0.0.1,DDoS
554,2489252,13,37,2897,25831,20.08,192.168.1.192,10.0.0.5,BENIGN
53,276834,8,22,1707,11464,107.98,192.168.1.114,10.0.0.1,BENIGN
80,555403,2,26,572,24975,50.32,192.168.1.19,10.0.0.4,BENIGN
80,773120,7,22,3234,7998,37.46,192.168.1.76,10.0.0.3,BENIGN
19588,4717,1,0,42,0,415.15,194.26.29.14,10.0.0.2,PortScan
80,27458624,50,1,3707,148,1.82,45.154.255.18,10.0.0.1,DoS Hulk
22,854679,15,22,3386,5254,43.24,192.168.1.104,10.0.0.6,BENIGN
61663,1857,1,0,59,0,1021.81,194.26.29.77,10.0.0.2,PortScan
502,5152516,31,28,26850,19059,12.03,198.51.100.36,10.0.0.3,Infiltration
80,7146991,22,2,2225,2786,3.36,192.168.1.60,10.0.0.4,BENIGN
53,1204948,19,8,2763,6032,22.39,192.168.1.164,10.0.0.9,BENIGN
53,1803069,14,27,2693,14700,22.73,192.168.1.159,10.0.0.1,BENIGN
22,193703,21,24,1481,17313,231.12,192.168.1.212,10.0.0.2,BENIGN
53,2637783,3,7,548,5715,3.79,192.168.1.199,10.0.0.5,BENIGN
8080,1994185,16,26,3225,27502,21.05,192.168.1.191,10.0.0.2,BENIGN
58409,4159,2,0,48,0,469.49,194.26.29.154,10.0.0.2,PortScan
80,399594,17,13,2662,5931,74.89,192.168.1.59,10.0.0.7,BENIGN
554,444120,7,30,1824,15120,83.12,192.168.1.76,10.0.0.4,BENIGN
554,107149,25,17,2061,19180,388.35,192.168.1.22,10.0.0.9,BENIGN
554,326547,13,11,4887,3635,73.27,192.168.1.135,10.0.0.9,BENIGN
554,4475216,12,7,1445,2175,4.24,192.168.1.164,10.0.0.7,BENIGN
22,1309907,20,33,6663,18465,40.43,192.168.1.196,10.0.0.4,BENIGN
554,701251,4,34,1481,6500,54.11,192.168.1.101,10.0.0.2,BENIGN
6315,3278,1,0,53,0,592.05,194.26.29.138,10.0.0.2,PortScan
443,1164358,18,37,7110,38392,47.2,192.168.1.171,10.0.0.3,BENIGN
80,329884,2067,0,112809,0,6263.92,185.220.121.218,10.0.0.1,DDoS
22,590293,27,6,7295,7504,55.81,192.168.1.199,10.0.0.2,BENIGN
80,79584,23,10,5653,9993,409.51,192.168.1.161,10.0.0.6,BENIGN
8080,106709,1359,0,77868,0,12723.56,185.220.30.113,10.0.0.1,DDoS
80,24276211,61,3,3676,56,2.51,45.154.255.198,10.0.0.1,DoS Hulk
53,376542,12,7,4240,2080,50.33,192.168.1.128,10.0.0.7,BENIGN
8080,1851375,18,24,2678,18140,22.67,192.168.1.157,10.0.0.6,BENIGN
8080,1794313,26,3,3593,813,16.15,192.168.1.183,10.0.0.6,BENIGN
80,17363801,35,2,1290,95,2.02,45.154.255.223,10.0.0.1,DoS Hulk
443,2949093,3,35,533,32616,12.88,192.168.1.169,10.0.0.7,BENIGN
554,348222,14,32,1574,12860,131.72,192.168.1.101,10.0.0.2,BENIGN
443,126650,809,0,42903,0,6382.6,185.220.33.13,10.0.0.1,DDoS
554,1245683,13,29,6061,36925,33.69,192.168.1.135,10.0.0.3,BENIGN
443,948280,3,14,227,1886,17.91,192.168.1.147,10.0.0.4,BENIGN
80,1105195,28,12,3085,16295,36.16,192.168.1.107,10.0.0.3,BENIGN
8080,1979668,24,28,6106,32508,26.25,192.168.1.94,10.0.0.5,BENIGN
80,18776044,45,4,2227,105,2.4,45.154.255.184,10.0.0.1,DoS Hulk
502,11201439,81,52,85641,51867,14.46,198.51.100.172,10.0.0.3,Infiltration
554,48938,26,19,9456,15425,901.1,192.168.1.185,10.0.0.6,BENIGN
80,25949680,13,1,1284,152,0.5,45.154.255.186,10.0.0.1,DoS Hulk
80,13259096,51,3,2304,115,3.85,45.154.255.104,10.0.0.1,DoS Hulk
53,592339,25,23,7689,11335,80.9,192.168.1.212,10.0.0.7,BENIGN
80,5339912,31,4,3017,122,5.8,45.154.255.70,10.0.0.1,DoS Hulk
8080,1928792,33,16,5084,13350,25.39,192.168.1.238,10.0.0.1,BENIGN
22,1038417,13,12,1058,1542,25.01,103.203.57.208,10.0.0.4,SSH-Patator
80,2606324,33,37,13223,28930,26.85,192.168.1.204,10.0.0.6,BENIGN
12845,4991,1,0,45,0,392.8,194.26.29.95,10.0.0.2,PortScan
22,2577292,23,37,5672,5474,23.27,192.168.1.90,10.0.0.9,BENIGN
8443,3735483,49,40,22218,29014,26.23,198.51.100.95,10.0.0.3,Infiltration
53,713840,21,7,9586,6959,39.17,192.168.1.63,10.0.0.6,BENIGN
8080,81641,723,0,33024,0,8844.92,185.220.240.115,10.0.0.1,DDoS
53,2253534,21,19,1950,8568,17.74,192.168.1.98,10.0.0.3,BENIGN
53,230440,31,39,14701,32308,302.45,192.168.1.75,10.0.0.3,BENIGN
554,4443667,30,3,9718,4165,7.42,192.168.1.83,10.0.0.4,BENIGN
443,174861,16,11,2868,12271,153.53,192.168.1.125,10.0.0.4,BENIGN
8080,40593,1041,0,60528,0,25581.6,185.220.220.68,10.0.0.1,DDoS
8080,941006,2,5,746,4370,7.43,192.168.1.42,10.0.0.8,BENIGN
502,2684619,79,58,69647,27682,58.83,198.51.100.15,10.0.0.3,Infiltration
80,5558519,59,3,3082,114,10.61,45.154.255.96,10.0.0.1,DoS Hulk
80,70044,1677,0,104454,0,23907.92,185.220.42.143,10.0.0.1,DDoS
8080,89777,20,25,2195,16986,495.72,192.168.1.78,10.0.0.4,BENIGN
53,60179,30,25,7975,8437,899.0,192.168.1.199,10.0.0.8,BENIGN
31990,1617,1,0,45,0,1164.4,194.26.29.4,10.0.0.2,PortScan
443,325780,394,0,24007,0,1209.03,185.220.48.196,10.0.0.1,DDoS
53,2054470,6,28,612,32821,16.54,192.168.1.112,10.0.0.4,BENIGN
80,5901732,64,1,2487,162,10.84,45.154.255.245,10.0.0.1,DoS Hulk
8080,2890078,5,13,1111,5719,6.23,192.168.1.71,10.0.0.2,BENIGN
8080,483482,29,18,9118,7154,97.01,192.168.1.39,10.0.0.1,BENIGN
80,19726833,71,1,3048,173,3.6,45.154.255.28,10.0.0.1,DoS Hulk
22,86457,31,39,15659,32003,800.39,192.168.1.58,10.0.0.8,BENIGN
22,3836446,8,37,759,12778,11.73,192.168.1.75,10.0.0.9,BENIGN
80,679850,8,29,645,24870,54.34,192.168.1.168,10.0.0.2,BENIGN
443,179600,16,26,4699,17647,232.56,192.168.1.229,10.0.0.2,BENIGN
443,2323150,19,31,9605,11937,21.51,192.168.1.120,10.0.0.9,BENIGN
53,224780,29,11,5082,14252,177.16,192.168.1.207,10.0.0.1,BENIGN
554,1479110,10,8,3058,10188,12.16,192.168.1.179,10.0.0.9,BENIGN
554,2039880,19,38,3687,14267,27.93,192.168.1.22,10.0.0.7,BENIGN
53,722042,30,2,8950,1676,44.26,192.168.1.87,10.0.0.5,BENIGN
443,874873,21,28,2613,24250,55.94,192.168.1.75,10.0.0.9,BENIGN
554,48738,18,36,5575,35842,1085.68,192.168.1.168,10.0.0.1,BENIGN
554,343288,19,21,3765,8887,116.18,192.168.1.22,10.0.0.4,BENIGN
502,13724534,66,29,27470,25183,9.62,198.51.100.89,10.0.0.3,Infiltration
80,1603664,32,36,13864,16441,42.38,192.168.1.194,10.0.0.1,BENIGN
80,40285,4,18,1317,4234,532.88,192.168.1.28,10.0.0.8,BENIGN
53,1773982,18,2,7637,2515,11.27,192.168.1.197,10.0.0.6,BENIGN
554,775985,5,19,424,24058,30.89,192.168.1.23,10.0.0.2,BENIGN
80,88834,27,5,12796,1518,356.21,192.168.1.121,10.0.0.4,BENIGN
554,6066097,2,19,271,23366,3.46,192.168.1.144,10.0.0.6,BENIGN
22,652174,10,22,3948,22182,48.99,192.168.1.80,10.0.0.6,BENIGN
554,149232,25,23,9847,17693,319.5,192.168.1.11,10.0.0.6,BENIGN
22,430862,27,18,8310,3754,104.2,192.168.1.18,10.0.0.8,BENIGN
80,22222636,23,4,1392,189,1.03,45.154.255.197,10.0.0.1,DoS Hulk
8080,674802,24,13,11838,16131,54.75,192.168.1.86,10.0.0.9,BENIGN
53,157160,23,26,5804,29739,309.81,192.168.1.104,10.0.0.9,BENIGN
36237,4590,2,0,43,0,426.39,194.26.29.150,10.0.0.2,PortScan
8080,446765,2473,0,159321,0,5534.1,185.220.79.58,10.0.0.1,DDoS
53,3168892,6,14,1151,14714,6.31,192.168.1.236,10.0.0.5,BENIGN
80,3478963,31,27,10145,37319,16.67,192.168.1.110,10.0.0.8,BENIGN
8080,514616,8,26,2863,11279,65.94,192.168.1.43,10.0.0.5,BENIGN
8080,66492,25,4,3256,5494,429.67,192.168.1.224,10.0.0.8,BENIGN
80,13613112,70,2,2447,100,5.14,45.154.255.200,10.0.0.1,DoS Hulk
22,42513,30,35,6325,26851,1493.8,192.168.1.107,10.0.0.1,BENIGN
80,23093608,27,2,898,67,1.17,45.154.255.34,10.0.0.1,DoS Hulk
443,4794814,60,50,41531,12607,25.02,198.51.100.225,10.0.0.3,Infiltration
80,3256949,15,36,4728,27650,15.65,192.168.1.162,10.0.0.4,BENIGN
554,5002612,10,11,2571,10675,4.2,192.168.1.183,10.0.0.8,BENIGN
80,5957403,41,3,3091,85,6.88,45.154.255.18,10.0.0.1,DoS Hulk
554,360190,19,15,5102,16866,94.13,192.168.1.25,10.0.0.2,BENIGN
53,2396584,31,38,6069,43537,28.78,192.168.1.61,10.0.0.6,BENIGN
43666,2347,2,0,42,0,817.32,194.26.29.124,10.0.0.2,PortScan
443,143087,1727,0,84871,0,12061.13,185.220.47.236,10.0.0.1,DDoS
554,3811983,15,26,7597,22502,10.75,192.168.1.21,10.0.0.4,BENIGN
22,3990752,9,36,665,11339,11.27,192.168.1.184,10.0.0.9,BENIGN
22,1778467,20,18,3628,2912,22.48,103.203.57.47,10.0.0.4,SSH-Patator
53,373110,34,2,7016,1622,96.23,192.168.1.210,10.0.0.8,BENIGN
80,251892,1696,0,80668,0,6730.37,185.220.49.100,10.0.0.1,DDoS
443,394174,1505,0,78345,0,3817.14,185.220.67.223,10.0.0.1,DDoS
21,763553,22,20,3464,1793,57.55,103.203.57.117,10.0.0.4,SSH-Patator
80,63017,25,36,4850,48602,952.87,192.168.1.35,10.0.0.9,BENIGN
22,251861,28,8,4485,2286,142.37,192.168.1.201,10.0.0.8,BENIGN
8443,3521253,51,27,59530,32445,28.96,198.51.100.107,10.0.0.3,Infiltration
554,1367660,29,17,9091,12718,33.61,192.168.1.84,10.0.0.6,BENIGN
8080,121417,24,3,3409,2699,220.56,192.168.1.118,10.0.0.2,BENIGN
443,756672,3,2,1359,2130,6.6,192.168.1.120,10.0.0.8,BENIGN
8080,518252,12,10,1387,13718,42.37,192.168.1.24,10.0.0.1,BENIGN
443,5644522,48,46,40705,13362,17.0,198.51.100.240,10.0.0.3,Infiltration
49139,3711,1,0,58,0,524.71,194.26.29.128,10.0.0.2,PortScan
80,21408220,56,4,3589,191,2.62,45.154.255.108,10.0.0.1,DoS Hulk
21,639478,17,14,2796,2433,53.09,103.203.57.43,10.0.0.4,SSH-Patator
22,888625,21,32,4362,26372,59.58,192.168.1.71,10.0.0.1,BENIGN
22,1902649,22,9,10391,4562,16.28,192.168.1.135,10.0.0.7,BENIGN
8080,285719,1690,0,91625,0,5912.83,185.220.190.32,10.0.0.1,DDoS
22,3666634,9,16,3877,16578,6.82,192.168.1.178,10.0.0.2,BENIGN
21,614817,38,34,4173,4091,123.41,103.203.57.135,10.0.0.4,SSH-Patator
554,585856,8,34,1494,33932,71.57,192.168.1.64,10.0.0.3,BENIGN
80,26051589,23,4,695,103,0.88,45.154.255.25,10.0.0.1,DoS Hulk
443,588859,24,32,9538,9771,94.94,192.168.1.79,10.0.0.8,BENIGN
53,1302536,19,39,1827,30574,44.49,192.168.1.163,10.0.0.5,BENIGN
15621,3332,2,0,40,0,582.66,194.26.29.253,10.0.0.2,PortScan
554,1581815,14,15,2711,17860,18.32,192.168.1.172,10.0.0.9,BENIGN
554,1194777,2,38,326,26988,33.45,192.168.1.125,10.0.0.4,BENIGN
554,920081,10,23,3667,15339,35.83,192.168.1.167,10.0.0.5,BENIGN
80,262630,2281,0,105445,0,8681.89,185.220.74.12,10.0.0.1,DDoS
554,1969253,24,10,2377,4320,17.26,192.168.1.165,10.0.0.4,BENIGN
443,902671,8,23,3665,9997,34.3,192.168.1.140,10.0.0.2,BENIGN
8080,1012980,17,16,4842,20252,32.54,192.168.1.194,10.0.0.8,BENIGN
22,507989,24,32,5234,29852,110.02,192.168.1.98,10.0.0.3,BENIGN
8080,2110267,19,36,9307,5234,26.05,192.168.1.176,10.0.0.8,BENIGN
53,211262,31,34,4310,30856,306.23,192.168.1.112,10.0.0.6,BENIGN
80,4687941,16,36,4966,45523,11.09,192.168.1.54,10.0.0.3,BENIGN
443,3406042,10,19,2951,13117,8.51,192.168.1.176,10.0.0.6,BENIGN
22,1752304,34,22,6032,5769,31.94,192.168.1.129,10.0.0.2,BENIGN
29584,4556,2,0,48,0,429.54,194.26.29.182,10.0.0.2,PortScan
8080,227528,581,0,28591,0,2552.4,185.220.115.88,10.0.0.1,DDoS
80,8461221,78,1,3958,199,9.22,45.154.255.143,10.0.0.1,DoS Hulk
26112,2307,1,0,59,0,830.76,194.26.29.127,10.0.0.2,PortScan
22,764964,16,12,2998,1747,41.78,103.203.57.121,10.0.0.4,SSH-Patator
554,5508763,31,10,13038,3309,7.44,192.168.1.66,10.0.0.7,BENIGN
53,478056,5,24,1499,16031,60.54,192.168.1.222,10.0.0.6,BENIGN
80,115817,23,12,9019,7584,299.61,192.168.1.82,10.0.0.8,BENIGN
554,1954041,3,9,1348,2664,6.14,192.168.1.169,10.0.0.9,BENIGN
53,229866,31,14,3493,2911,194.92,192.168.1.165,10.0.0.8,BENIGN
554,292086,24,21,8912,25542,153.54,192.168.1.179,10.0.0.6,BENIGN
554,8550791,19,12,3303,9045,3.62,192.168.1.218,10.0.0.7,BENIGN
80,91270,29,34,10558,25975,682.77,192.168.1.46,10.0.0.2,BENIGN
22,1318314,8,36,1059,18803,33.35,192.168.1.76,10.0.0.6,BENIGN
22,1236070,21,5,10508,1898,21.02,192.168.1.45,10.0.0.5,BENIGN
8080,416752,4,17,592,15259,50.27,192.168.1.90,10.0.0.3,BENIGN
53,960321,31,8,4058,10808,40.57,192.168.1.71,10.0.0.2,BENIGN
554,1843925,15,13,4326,9471,15.18,192.168.1.190,10.0.0.8,BENIGN
554,1030142,8,35,3018,26814,41.7,192.168.1.106,10.0.0.8,BENIGN
80,16548449,15,1,917,135,0.91,45.154.255.89,10.0.0.1,DoS Hulk
8080,214239,7,3,566,1225,46.46,192.168.1.64,10.0.0.6,BENIGN
80,2495158,33,16,13881,16709,19.63,192.168.1.223,10.0.0.4,BENIGN
80,10262912,45,3,2380,196,4.38,45.154.255.229,10.0.0.1,DoS Hulk
22,1542975,3,22,1068,22221,16.19,192.168.1.67,10.0.0.4,BENIGN
443,401627,17,24,4790,22885,101.83,192.168.1.16,10.0.0.7,BENIGN
554,1556789,10,33,2571,24690,27.6,192.168.1.227,10.0.0.9,BENIGN
8080,1108702,9,21,1920,10410,27.03,192.168.1.83,10.0.0.3,BENIGN
35264,1769,2,0,51,0,1069.64,194.26.29.208,10.0.0.2,PortScan
554,1729545,17,7,2688,8924,13.87,192.168.1.49,10.0.0.8,BENIGN
443,630755,17,32,8523,35124,77.56,192.168.1.202,10.0.0.2,BENIGN
80,10467535,46,4,1507,127,4.39,45.154.255.186,10.0.0.1,DoS Hulk
554,1514103,25,6,10212,875,20.46,192.168.1.206,10.0.0.7,BENIGN
22,532939,13,5,5237,4900,33.71,192.168.1.209,10.0.0.8,BENIGN
554,1163492,25,12,10271,7996,31.77,192.168.1.228,10.0.0.9,BENIGN
53,2505903,14,36,984,42345,19.94,192.168.1.60,10.0.0.5,BENIGN
80,17471596,44,4,1646,88,2.52,45.154.255.91,10.0.0.1,DoS Hulk
22,872832,9,35,4197,21838,50.35,192.168.1.159,10.0.0.3,BENIGN
21,1122102,30,27,4491,3005,53.42,103.203.57.234,10.0.0.4,SSH-Patator
443,124528,1261,0,70597,0,10118.04,185.220.93.121,10.0.0.1,DDoS
53,904484,6,38,1233,51290,48.59,192.168.1.64,10.0.0.8,BENIGN
443,1255404,5,38,1593,43247,34.22,192.168.1.236,10.0.0.4,BENIGN
63134,4805,1,0,42,0,407.67,194.26.29.84,10.0.0.2,PortScan
21,2009964,12,9,1449,1716,11.93,103.203.57.39,10.0.0.4,SSH-Patator
22,326584,33,35,12853,20481,207.58,192.168.1.145,10.0.0.6,BENIGN
8443,4061285,83,23,64594,24275,40.86,198.51.100.97,10.0.0.3,Infiltration
8080,554120,17,37,2765,9017,97.28,192.168.1.106,10.0.0.7,BENIGN
22,934864,32,3,12669,1379,37.4,192.168.1.134,10.0.0.8,BENIGN
443,739998,20,19,6967,18827,52.63,192.168.1.175,10.0.0.3,BENIGN
